条件: cambio climático+ley | 结果: 33 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=cambio%20clim%C3%A1tico&fld-base-0=alltext&bln-base-1=and&val-base-1=ley&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+política | 结果: 5 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=pol%C3%ADtica&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+políticas | 结果: 2 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=pol%C3%ADticas&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: cambio climático+Asamblea Nacional | 结果: 30 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=cambio%20clim%C3%A1tico&fld-base-0=alltext&bln-base-1=and&val-base-1=Asamblea%20Nacional&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: cambio climático+política | 结果: 120 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=cambio%20clim%C3%A1tico&fld-base-0=alltext&bln-base-1=and&val-base-1=pol%C3%ADtica&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: cambio climático+presidente | 结果: 138 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=cambio%20clim%C3%A1tico&fld-base-0=alltext&bln-base-1=and&val-base-1=presidente&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: cambio climático+gobierno | 结果: 140 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=cambio%20clim%C3%A1tico&fld-base-0=alltext&bln-base-1=and&val-base-1=gobierno&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+regulación | 结果: 0 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=regulaci%C3%B3n&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+regulaciones | 结果: 0 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=regulaciones&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+legislación | 结果: 0 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=legislaci%C3%B3n&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+ley | 结果: 2 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=ley&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+Asamblea Nacional | 结果: 0 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=Asamblea%20Nacional&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+ministro | 结果: 1 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=ministro&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+presidencia | 结果: 0 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=presidencia&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+gobierno | 结果: 4 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=gobierno&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+MINEC | 结果: 0 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=MINEC&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+parlamento | 结果: 0 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=parlamento&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+legislación | 结果: 2 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=legislaci%C3%B3n&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+congreso | 结果: 0 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=congreso&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+ley | 结果: 5 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=ley&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+Ministerio del Poder Popular para el Ecosocialismo | 结果: 0 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=Ministerio%20del%20Poder%20Popular%20para%20el%20Ecosocialismo&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+presidente | 结果: 2 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=presidente&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+parlamento | 结果: 3 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=parlamento&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+congreso | 结果: 8 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=congreso&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+presidente | 结果: 30 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=presidente&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+regulación | 结果: 1 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=regulaci%C3%B3n&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+regulaciones | 结果: 3 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=regulaciones&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+políticas | 结果: 22 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=pol%C3%ADticas&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+política | 结果: 18 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=pol%C3%ADtica&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+presidencia | 结果: 6 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=presidencia&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+gobierno | 结果: 35 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=gobierno&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+MINEC | 结果: 0 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=MINEC&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+Ministerio del Poder Popular para el Ecosocialismo | 结果: 0 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=Ministerio%20del%20Poder%20Popular%20para%20el%20Ecosocialismo&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: CO2+política | 结果: 7 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=CO2&fld-base-0=alltext&bln-base-1=and&val-base-1=pol%C3%ADtica&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+Asamblea Nacional | 结果: 7 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=Asamblea%20Nacional&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: CO2+regulaciones | 结果: 3 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=CO2&fld-base-0=alltext&bln-base-1=and&val-base-1=regulaciones&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: CO2+legislación | 结果: 2 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=CO2&fld-base-0=alltext&bln-base-1=and&val-base-1=legislaci%C3%B3n&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+ministro | 结果: 11 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=ministro&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: CO2+ley | 结果: 3 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=CO2&fld-base-0=alltext&bln-base-1=and&val-base-1=ley&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: CO2+congreso | 结果: 2 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=CO2&fld-base-0=alltext&bln-base-1=and&val-base-1=congreso&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: CO2+presidente | 结果: 10 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=CO2&fld-base-0=alltext&bln-base-1=and&val-base-1=presidente&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: CO2+regulación | 结果: 1 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=CO2&fld-base-0=alltext&bln-base-1=and&val-base-1=regulaci%C3%B3n&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: CO2+políticas | 结果: 12 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=CO2&fld-base-0=alltext&bln-base-1=and&val-base-1=pol%C3%ADticas&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: CO2+ministro | 结果: 3 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=CO2&fld-base-0=alltext&bln-base-1=and&val-base-1=ministro&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: CO2+presidencia | 结果: 1 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AENSVC%21El%2BNacional%2B%2528Caracas%252C%2BVenezuela%2529&maxresults=60&f=advanced&val-base-0=CO2&fld-base-0=alltext&bln-base-1=and&val-base-1=presidencia&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
