条件: cambio climático+regulación | 结果: 63 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=cambio%20clim%C3%A1tico&fld-base-0=alltext&bln-base-1=and&val-base-1=regulaci%C3%B3n&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: cambio climático+Presidente | 结果: 526 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=cambio%20clim%C3%A1tico&fld-base-0=alltext&bln-base-1=and&val-base-1=Presidente&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: cambio climático+política | 结果: 612 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=cambio%20clim%C3%A1tico&fld-base-0=alltext&bln-base-1=and&val-base-1=pol%C3%ADtica&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: cambio climático+Senado | 结果: 49 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=cambio%20clim%C3%A1tico&fld-base-0=alltext&bln-base-1=and&val-base-1=Senado&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: cambio climático+ley | 结果: 188 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=cambio%20clim%C3%A1tico&fld-base-0=alltext&bln-base-1=and&val-base-1=ley&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+políticas | 结果: 45 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=pol%C3%ADticas&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+política | 结果: 55 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=pol%C3%ADtica&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+regulación | 结果: 3 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=regulaci%C3%B3n&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+legislación | 结果: 1 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=legislaci%C3%B3n&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+Parlamento | 结果: 9 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=Parlamento&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+Senado | 结果: 2 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=Senado&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+Presidente | 结果: 42 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=Presidente&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+Gobierno | 结果: 54 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=Gobierno&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+Ministerio de Ambiente | 结果: 7 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=Ministerio%20de%20Ambiente&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+políticas | 结果: 91 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=pol%C3%ADticas&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+regulaciones | 结果: 3 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=regulaciones&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+ley | 结果: 17 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=ley&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+Cámara de Representantes | 结果: 1 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=C%C3%A1mara%20de%20Representantes&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+Ministerio de Industria, Energía y Minería | 结果: 0 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=Ministerio%20de%20Industria%2C%20Energ%C3%ADa%20y%20Miner%C3%ADa&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+Ministro | 结果: 20 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=Ministro&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: crisis climática+MIEM | 结果: 3 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=crisis%20clim%C3%A1tica&fld-base-0=alltext&bln-base-1=and&val-base-1=MIEM&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+regulación | 结果: 16 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=regulaci%C3%B3n&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+legislación | 结果: 7 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=legislaci%C3%B3n&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+ley | 结果: 31 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=ley&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+Parlamento | 结果: 7 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=Parlamento&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+política | 结果: 93 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=pol%C3%ADtica&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+Senado | 结果: 3 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=Senado&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+Presidente | 结果: 76 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=Presidente&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+Ministro | 结果: 34 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=Ministro&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+regulaciones | 结果: 10 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=regulaciones&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+Gobierno | 结果: 84 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=Gobierno&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+Ministerio de Ambiente | 结果: 31 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=Ministerio%20de%20Ambiente&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+Ministerio de Industria, Energía y Minería | 结果: 15 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=Ministerio%20de%20Industria%2C%20Energ%C3%ADa%20y%20Miner%C3%ADa&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: CO2+política | 结果: 71 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=CO2&fld-base-0=alltext&bln-base-1=and&val-base-1=pol%C3%ADtica&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+Cámara de Representantes | 结果: 2 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=C%C3%A1mara%20de%20Representantes&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: CO2+regulaciones | 结果: 8 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=CO2&fld-base-0=alltext&bln-base-1=and&val-base-1=regulaciones&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: CO2+Parlamento | 结果: 7 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=CO2&fld-base-0=alltext&bln-base-1=and&val-base-1=Parlamento&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: CO2+Senado | 结果: 2 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=CO2&fld-base-0=alltext&bln-base-1=and&val-base-1=Senado&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: gases de efecto invernadero+MIEM | 结果: 12 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=gases%20de%20efecto%20invernadero&fld-base-0=alltext&bln-base-1=and&val-base-1=MIEM&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: CO2+políticas | 结果: 53 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=CO2&fld-base-0=alltext&bln-base-1=and&val-base-1=pol%C3%ADticas&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: CO2+Presidente | 结果: 51 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=CO2&fld-base-0=alltext&bln-base-1=and&val-base-1=Presidente&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: CO2+Ministro | 结果: 27 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=CO2&fld-base-0=alltext&bln-base-1=and&val-base-1=Ministro&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
条件: CO2+regulación | 结果: 16 条 | URL: https://infoweb-newsbank-com.webproxy3.columbuslibrary.org/apps/news/results?sort=YMD_date%3AD&p=AWNB&hide_duplicates=2&t=pubname%3AUEPM%21El%2BPa%25C3%25ADs%2B%2528Montevideo%252C%2BUruguay%2529&maxresults=60&f=advanced&val-base-0=CO2&fld-base-0=alltext&bln-base-1=and&val-base-1=regulaci%C3%B3n&fld-base-1=alltext&fld-nav-0=YMD_date&val-nav-0=-2026.4
